Date,Transaction Description,Category,Amount,Type
2020-03-11,Pending contract contract financial charge software adjustment.,Investment,2154.26,Income
2020-03-12,Renewal hospital grocery.,Travel,1504.34,Expense
2020-03-12,Enter capital population.,Utilities,537.46,Expense
2020-03-12,Annual grocery.,Shopping,1752.4,Expense
2020-03-12,Bank price north first end.,Utilities,265.5,Expense
2020-03-12,Online direct.,Entertainment,346.46,Expense
2020-03-13,Balance mortgage delivery.,Food & Drink,400.06,Expense
2020-03-13,Service online.,Health & Fitness,1798.84,Expense
2020-03-13,Store balance.,Health & Fitness,1707.32,Expense
2020-03-14,Total store.,Food & Drink,1422.16,Expense
2020-03-14,Electricity booking subscription clinic deposit.,Travel,1295.43,Expense
2020-03-14,Gym tax adjustment flight phone pharmacy.,Entertainment,954.07,Expense
2020-03-14,Project total insurance phone grocery network.,Salary,1784.88,Income
2020-03-14,App order package standard salary taxi electricity.,Entertainment,635.62,Expense
2020-03-14,Mortgage economy.,Health & Fitness,1015.88,Expense
2020-03-14,Upon very act perform.,Shopping,1929.08,Expense
2020-03-14,Salary monthly bonus hardware balance.,Utilities,546.35,Expense
2020-03-14,Investment phone contract.,Utilities,243.18,Expense
2020-03-14,Deal market grocery client shop regular restaurant.,Utilities,1376.94,Expense
2020-03-14,Health market.,Food & Drink,1199.84,Expense
2020-03-14,Package food.,Investment,3458.05,Income
2020-03-14,Direct interest.,Health & Fitness,1356.15,Expense
2020-03-15,Parking loan direct order.,Entertainment,1100.18,Expense
2020-03-15,Network express credit freelance hardware network gross.,Investment,3473.7,Income
2020-03-15,Premium online utility.,Food & Drink,228.8,Expense
2020-03-15,Standard total clinic transfer transfer.,Travel,917.68,Expense
2020-03-15,Monthly gym equipment entertainment insurance.,Health & Fitness,793.65,Expense
2020-03-15,Available defense.,Entertainment,1428.77,Expense
2020-03-15,Store monthly order processed.,Rent,919.13,Expense
2020-03-15,Booking platform weekly gross.,Shopping,703.45,Expense
2020-03-15,Economy weekly material utility processed.,Travel,1403.49,Expense
2020-03-16,Hotel fuel.,Other,4194.83,Income
2020-03-16,Online economy financial interest.,Other,1903.45,Income
2020-03-16,Train food weekly bonus mortgage gym.,Rent,1737.56,Expense
2020-03-16,Health freelance restaurant service grocery tools.,Other,3355.69,Income
2020-03-18,Market market shop.,Other,3830.27,Income
2020-03-18,Net charge account parking fee travel balance.,Rent,757.96,Expense
2020-03-18,Account net software parking.,Travel,1600.84,Expense
2020-03-18,Business savings support standard.,Travel,558.61,Expense
2020-03-18,Tax daily.,Food & Drink,575.0,Expense
2020-03-18,Value thing these.,Health & Fitness,881.82,Expense
2020-03-18,Payment investment.,Food & Drink,1994.77,Expense
2020-03-18,Express bonus.,Travel,1244.07,Expense
2020-03-18,Express mall express.,Rent,649.48,Expense
2020-03-19,Weekly taxi.,Entertainment,915.02,Expense
2020-03-19,Deal freelance order subscription project automatic premium.,Health & Fitness,1268.66,Expense
2020-03-19,Bus account credit equipment service.,Entertainment,940.16,Expense
2020-03-20,Express deposit regular order regular.,Rent,838.21,Expense
2020-03-20,Budget management.,Shopping,725.82,Expense
2020-03-21,Citizen street region.,Rent,503.33,Expense
2020-03-21,Invoice premium total hotel automatic weekly.,Shopping,822.78,Expense
2020-03-22,Equipment household economy bonus subscription maintenance automatic.,Health & Fitness,834.66,Expense
2020-03-23,Equipment clinic management delivery.,Utilities,1852.38,Expense
2020-03-23,Subscription hardware.,Health & Fitness,728.54,Expense
2020-03-23,Property never.,Investment,2385.0,Income
2020-03-23,Enough threat score.,Food & Drink,151.28,Expense
2020-03-23,Gym pharmacy automatic client payment.,Travel,509.89,Expense
2020-03-24,Credit standard fuel gym.,Other,1332.31,Income
2020-03-24,Example decision garden.,Entertainment,144.13,Expense
2020-03-24,Parking travel contract purchase net pharmacy material.,Utilities,935.07,Expense
2020-03-24,Advance service.,Shopping,82.55,Expense
2020-03-24,Booking internet.,Other,3993.09,Income
2020-03-24,Financial monthly food fuel network.,Health & Fitness,991.63,Expense
2020-03-25,Plan purchase deal.,Salary,825.13,Income
2020-03-25,Travel store clinic package.,Shopping,970.03,Expense
2020-03-26,Priority internet.,Travel,856.12,Expense
2020-03-26,Shop loan.,Other,4401.46,Income
2020-03-26,Tools fee utility contract savings system interest.,Entertainment,1336.49,Expense
2020-03-26,Internet subscription interest subscription maintenance investment clinic.,Food & Drink,1541.23,Expense
2020-03-26,Hardware internet pending hardware hotel renewal.,Food & Drink,1365.36,Expense
2020-03-27,Order personal service.,Shopping,1066.55,Expense
2020-03-27,Account special weekly insurance credit total.,Entertainment,1095.71,Expense
2020-03-28,Platform adjustment economy savings adjustment order delivery.,Rent,282.39,Expense
2020-03-28,Major town suffer begin.,Other,1080.0,Income
2020-03-28,Total fuel software pending.,Food & Drink,850.19,Expense
2020-03-28,Gross budget discount.,Health & Fitness,652.37,Expense
2020-03-28,Monthly net hardware market store salary.,Food & Drink,571.15,Expense
2020-03-28,Financial hotel.,Travel,900.61,Expense
2020-03-28,Business pharmacy standard.,Investment,3656.41,Income
2020-03-29,Credit fee equipment management.,Other,2068.71,Income
2020-03-29,Account budget bus business entertainment salary.,Food & Drink,1489.68,Expense
2020-03-29,Food utility gym equipment.,Salary,1114.4,Income
2020-03-29,Health store deal.,Salary,971.58,Income
2020-03-29,Direct business taxi maintenance freelance total deposit.,Investment,4085.2,Income
2020-03-30,Market total regular taxi economy account.,Food & Drink,352.44,Expense
2020-03-30,Deal network standard water express savings daily.,Shopping,838.91,Expense
2020-03-30,Economy bus maintenance.,Health & Fitness,1121.79,Expense
2020-03-30,Flight balance parking account standard.,Food & Drink,1182.63,Expense
2020-03-30,Standard hardware equipment transfer package.,Health & Fitness,863.78,Expense
2020-03-30,Management fee utility financial account vendor mall.,Health & Fitness,980.54,Expense
2020-03-31,Insurance network credit subscription savings bill.,Food & Drink,918.84,Expense
2020-03-31,Adjustment salary internet interest maintenance phone.,Health & Fitness,1089.06,Expense
2020-03-31,Bus train.,Health & Fitness,539.49,Expense
2020-03-31,Internet deal.,Rent,543.01,Expense
2020-03-31,Household platform annual pending household.,Health & Fitness,686.19,Expense
2020-04-01,Total delivery insurance tools support market maintenance.,Shopping,1188.07,Expense
2020-04-01,Analysis four capital.,Travel,1341.27,Expense
2020-04-01,Mortgage gross standard.,Investment,1318.57,Income
2020-04-01,Network insurance package platform.,Salary,1825.51,Income
2020-04-02,Charge contract restaurant processed clinic.,Health & Fitness,1072.33,Expense
2020-04-02,Delivery train order management contract regular.,Rent,711.68,Expense
2020-04-02,Hardware direct gym credit plan booking.,Shopping,1659.01,Expense
2020-04-02,Account gym.,Rent,325.21,Expense
2020-04-03,Savings automatic.,Investment,3480.06,Income
2020-04-03,Insurance daily bonus freelance equipment material fuel.,Salary,836.18,Income
2020-04-03,Weekly material regular.,Utilities,1023.02,Expense
2020-04-03,Booking electricity shop water priority water market.,Investment,3701.57,Income
2020-04-03,Purchase debit.,Salary,643.95,Income
2020-04-03,Salary support order fee bill bus.,Rent,1226.03,Expense
2020-04-03,Total client.,Health & Fitness,1102.07,Expense
2020-04-04,Maintenance fee management fuel contract order savings.,Rent,849.97,Expense
2020-04-04,Phone business transfer contract weekly health.,Food & Drink,821.46,Expense
2020-04-04,Special market mortgage interest internet.,Utilities,993.46,Expense
2020-04-05,Scientist necessary into.,Utilities,1449.47,Expense
2020-04-05,Budget subscription service client gym salary.,Rent,1473.21,Expense
2020-04-05,Travel internet.,Food & Drink,549.63,Expense
2020-04-06,Along hard need involve among.,Shopping,388.92,Expense
2020-04-06,Weekly taxi.,Entertainment,366.04,Expense
2020-04-06,Adjustment project.,Salary,1253.86,Income
2020-04-06,Client premium priority vendor credit.,Investment,4316.87,Income
2020-04-06,Clinic savings net balance freelance.,Salary,748.46,Income
2020-04-06,Gross digital purchase gym special.,Food & Drink,845.03,Expense
2020-04-06,Away third.,Salary,493.56,Income
2020-04-06,Mall reward.,Entertainment,862.13,Expense
2020-04-07,Discount restaurant annual transfer fee financial economy.,Shopping,396.51,Expense
2020-04-07,Contract advance budget reward weekly.,Food & Drink,1604.51,Expense
2020-04-07,Bonus flight market electricity deal gross.,Travel,574.74,Expense
2020-04-07,Software transfer subscription.,Entertainment,574.4,Expense
2020-04-07,Automatic credit digital pending.,Rent,493.0,Expense
2020-04-08,Entertainment charge food economy.,Investment,2576.36,Income
2020-04-08,Fee gross hospital contract tax savings.,Shopping,905.01,Expense
2020-04-08,Insurance mortgage phone package processed clinic.,Shopping,847.2,Expense
2020-04-08,Vendor reward standard payment daily food.,Rent,728.45,Expense
2020-04-08,Fuel restaurant bonus credit.,Health & Fitness,768.05,Expense
2020-04-08,Hospital charge.,Investment,4052.51,Income
2020-04-08,Interest material annual.,Rent,1221.74,Expense
2020-04-08,Grocery reward health contract app.,Utilities,1329.41,Expense
2020-04-08,Account annual food.,Food & Drink,958.02,Expense
2020-04-08,Online food business.,Entertainment,1454.09,Expense
2020-04-08,Annual package balance reward.,Health & Fitness,1224.89,Expense
2020-04-08,Bonus digital package entertainment account project delivery.,Shopping,1193.78,Expense
2020-04-08,Premium vendor tools hardware.,Investment,2062.83,Income
2020-04-08,Purchase total clinic grocery loan food.,Utilities,484.84,Expense
2020-04-09,Internet platform.,Salary,973.11,Income
2020-04-09,Fuel travel software mall adjustment.,Travel,1183.01,Expense
2020-04-09,Deal travel water phone plan annual.,Food & Drink,938.96,Expense
2020-04-09,Personal service.,Investment,1846.26,Income
2020-04-09,Booking mortgage discount express delivery booking tools.,Food & Drink,1823.58,Expense
2020-04-10,Service app electricity subscription standard direct.,Travel,1948.3,Expense
2020-04-10,Utility reward.,Rent,731.48,Expense
2020-04-10,Total tax support.,Salary,737.61,Income
2020-04-10,Account household net household fuel.,Travel,200.78,Expense
2020-04-10,Together decide.,Other,3402.0,Income
2020-04-10,Electricity automatic standard monthly interest.,Utilities,760.61,Expense
2020-04-10,Service fuel fee financial.,Utilities,711.48,Expense
2020-04-11,Special phone financial hospital.,Shopping,1602.23,Expense
2020-04-11,Renewal regular priority food digital adjustment phone.,Shopping,1666.81,Expense
2020-04-11,Package processed pending business.,Food & Drink,1918.92,Expense
2020-04-11,Discount vendor network.,Shopping,1080.27,Expense
2020-04-12,Gym utility.,Travel,1422.08,Expense
2020-04-12,Savings grocery phone annual travel gym.,Other,2657.16,Income
2020-04-12,Electricity plan loan charge phone entertainment.,Utilities,161.22,Expense
2020-04-12,Reward debit platform gym reward mortgage.,Other,910.08,Income
2020-04-12,Payment salary taxi app charge.,Health & Fitness,845.89,Expense
2020-04-13,Package mortgage gross.,Rent,1160.71,Expense
2020-04-14,Clinic debit gym.,Investment,2663.95,Income
2020-04-14,Flight hotel transfer deposit.,Health & Fitness,810.3,Expense
2020-04-14,Phone delivery app entertainment mall health bonus.,Other,3483.4,Income
2020-04-14,Hotel priority material package food hotel.,Utilities,1101.2,Expense
2020-04-14,Food interest freelance advance special payment water.,Investment,4184.27,Income
2020-04-14,Fuel health internet tools purchase annual pharmacy.,Other,1197.6,Income
2020-04-15,Package app phone business.,Rent,1409.58,Expense
2020-04-15,Management phone loan equipment processed.,Health & Fitness,1351.42,Expense
2020-04-15,Vendor entertainment financial restaurant client.,Travel,215.95,Expense
2020-04-15,Hardware market network system hotel household.,Investment,2008.82,Income
2020-04-16,Mall payment bill regular economy.,Salary,1095.57,Income
2020-04-16,Shop equipment express train order.,Salary,1778.71,Income
2020-04-16,Management food priority regular platform.,Other,4237.8,Income
2020-04-17,See understand door class son.,Investment,996.0,Income
2020-04-17,Flight software.,Salary,609.94,Income
2020-04-17,Government nice.,Salary,1729.04,Income
2020-04-17,Premium insurance transfer.,Shopping,961.15,Expense
2020-04-17,Direct package.,Investment,1966.71,Income
2020-04-18,Salary client.,Salary,870.99,Income
2020-04-18,Online fee.,Shopping,763.78,Expense
2020-04-18,Standard gym electricity support.,Travel,1066.7,Expense
2020-04-18,Support household reward.,Other,671.31,Income
2020-04-18,Agent say forward us.,Health & Fitness,1603.18,Expense
2020-04-19,Client business health transfer client hotel.,Food & Drink,1246.14,Expense
2020-04-19,Budget plan special equipment automatic adjustment health.,Rent,1239.46,Expense
2020-04-19,Tools order management.,Utilities,868.44,Expense
2020-04-19,Support system.,Health & Fitness,1780.82,Expense
2020-04-19,Household automatic system.,Utilities,965.7,Expense
2020-04-19,Bus travel.,Other,3793.68,Income
2020-04-19,Credit processed subscription.,Investment,4522.46,Income
2020-04-19,Renewal train equipment food bonus account.,Rent,517.51,Expense
2020-04-19,Equipment budget material salary.,Travel,854.5,Expense
2020-04-20,Balance direct.,Health & Fitness,810.46,Expense
2020-04-20,Shop fuel clinic.,Entertainment,778.51,Expense
2020-04-20,System pending tax interest.,Other,2104.4,Income
2020-04-20,Restaurant fee.,Entertainment,1283.31,Expense
2020-04-20,Travel loan regular.,Rent,863.45,Expense
2020-04-20,Invoice gross phone priority project.,Entertainment,1169.2,Expense
2020-04-20,Adjustment taxi water.,Food & Drink,243.98,Expense
2020-04-20,Direct digital savings salary.,Food & Drink,896.15,Expense
2020-04-20,Freelance fuel balance.,Rent,704.04,Expense
2020-04-20,Clinic fuel financial invoice.,Health & Fitness,1058.85,Expense
2020-04-20,Contract daily equipment.,Shopping,1465.98,Expense
2020-04-20,Economy parking processed.,Food & Drink,603.41,Expense
2020-04-21,Business freelance project.,Rent,1725.22,Expense
2020-04-21,Digital payment platform.,Investment,4969.95,Income
